car_name,speed,safe_distance,reaction_time,stopping_time
AggressiveCar2,10.0,14.36,0.3,1.44
AggressiveCar3,8.2,11.08,0.3,1.35
AggressiveCar4,7.9,11.56,0.3,1.46
AggressiveCar5,2.5,3.66,0.3,1.46
AggressiveCar6,2.2,3.4,0.3,1.55
AggressiveCar1,10.0,14.42,0.3,1.44
AggressiveCar2,10.0,13.52,0.3,1.35
AggressiveCar3,8.3,11.49,0.3,1.38
AggressiveCar4,8.0,11.5,0.3,1.44
AggressiveCar5,2.6,3.89,0.3,1.5
AggressiveCar6,2.3,3.6,0.3,1.57
AggressiveCar1,10.0,14.65,0.3,1.47
AggressiveCar2,10.0,13.33,0.3,1.33
AggressiveCar3,8.4,11.8,0.3,1.4
AggressiveCar4,8.1,11.56,0.3,1.43
AggressiveCar5,2.7,4.08,0.3,1.51
AggressiveCar6,2.4,3.49,0.3,1.45
AggressiveCar1,10.0,14.29,0.3,1.43
AggressiveCar2,10.0,14.14,0.3,1.41
AggressiveCar3,8.5,12.31,0.3,1.45
AggressiveCar4,8.2,11.33,0.3,1.38
AggressiveCar5,2.8,4.25,0.3,1.52
AggressiveCar6,2.5,3.9,0.3,1.56
AggressiveCar1,10.0,14.05,0.3,1.41
AggressiveCar2,10.0,14.43,0.3,1.44
AggressiveCar3,8.6,12.24,0.3,1.42
AggressiveCar4,8.3,12.24,0.3,1.47
AggressiveCar5,2.9,4.42,0.3,1.52
AggressiveCar6,2.6,3.96,0.3,1.52
AggressiveCar1,10.0,14.18,0.3,1.42
AggressiveCar2,10.0,13.9,0.3,1.39
AggressiveCar3,8.7,12.59,0.3,1.45
AggressiveCar4,8.4,12.06,0.3,1.44
AggressiveCar5,3.0,4.33,0.3,1.44
AggressiveCar6,2.7,4.13,0.3,1.53
AggressiveCar1,10.0,14.33,0.3,1.43
AggressiveCar2,10.0,13.84,0.3,1.38
AggressiveCar3,8.8,11.9,0.3,1.35
AggressiveCar4,8.5,12.42,0.3,1.46
AggressiveCar5,3.1,4.62,0.3,1.49
AggressiveCar6,2.8,3.96,0.3,1.41
AggressiveCar1,10.0,13.91,0.3,1.39
AggressiveCar2,10.0,13.31,0.3,1.33
AggressiveCar3,8.9,12.68,0.3,1.42
AggressiveCar4,8.6,12.73,0.3,1.48
AggressiveCar5,3.2,4.65,0.3,1.45
AggressiveCar6,2.9,4.26,0.3,1.47
AggressiveCar1,10.0,13.46,0.3,1.35
AggressiveCar2,10.0,14.03,0.3,1.4
AggressiveCar3,9.0,12.29,0.3,1.37
AggressiveCar4,8.7,12.67,0.3,1.46
AggressiveCar5,3.3,4.92,0.3,1.49
AggressiveCar6,3.0,4.44,0.3,1.48
AggressiveCar1,10.0,13.77,0.3,1.38
AggressiveCar2,10.0,13.9,0.3,1.39
AggressiveCar3,9.1,12.55,0.3,1.38
AggressiveCar4,8.8,12.48,0.3,1.42
AggressiveCar5,3.4,4.9,0.3,1.44
AggressiveCar6,3.1,4.7,0.3,1.52
AggressiveCar1,10.0,13.98,0.3,1.4
AggressiveCar2,10.0,13.56,0.3,1.36
AggressiveCar3,9.2,13.3,0.3,1.45
AggressiveCar4,8.9,12.91,0.3,1.45
AggressiveCar5,3.5,4.85,0.3,1.39
AggressiveCar6,3.2,4.75,0.3,1.48
AggressiveCar1,10.0,13.79,0.3,1.38
AggressiveCar2,10.0,14.26,0.3,1.43
AggressiveCar3,9.3,12.48,0.3,1.34
AggressiveCar4,9.0,12.26,0.3,1.36
AggressiveCar5,3.6,5.12,0.3,1.42
AggressiveCar6,3.3,4.93,0.3,1.49
AggressiveCar1,10.0,14.75,0.3,1.48
AggressiveCar2,10.0,13.59,0.3,1.36
AggressiveCar3,9.4,13.3,0.3,1.41
AggressiveCar4,9.1,13.11,0.3,1.44
AggressiveCar5,3.7,5.36,0.3,1.45
AggressiveCar6,3.4,5.02,0.3,1.48
AggressiveCar1,10.0,13.74,0.3,1.37
AggressiveCar2,10.0,13.36,0.3,1.34
AggressiveCar3,9.5,13.76,0.3,1.45
AggressiveCar4,9.2,13.0,0.3,1.41
AggressiveCar5,3.8,5.79,0.3,1.52
AggressiveCar6,3.5,5.16,0.3,1.47
AggressiveCar1,10.0,14.36,0.3,1.44
AggressiveCar2,10.0,14.22,0.3,1.42
AggressiveCar3,9.6,13.27,0.3,1.38
AggressiveCar4,9.3,13.55,0.3,1.46
AggressiveCar5,3.9,5.77,0.3,1.48
AggressiveCar6,3.6,5.12,0.3,1.42
AggressiveCar1,10.0,13.61,0.3,1.36
AggressiveCar2,10.0,13.95,0.3,1.4
AggressiveCar3,9.7,13.78,0.3,1.42
AggressiveCar4,9.4,13.86,0.3,1.47
AggressiveCar5,4.0,5.61,0.3,1.4
AggressiveCar6,3.7,5.51,0.3,1.49
AggressiveCar1,10.0,14.0,0.3,1.4
AggressiveCar2,10.0,14.05,0.3,1.41
AggressiveCar3,9.8,13.6,0.3,1.39
AggressiveCar4,9.5,13.65,0.3,1.44
AggressiveCar5,4.1,5.75,0.3,1.4
AggressiveCar6,3.8,5.6,0.3,1.47
AggressiveCar1,10.0,14.11,0.3,1.41
AggressiveCar2,10.0,14.34,0.3,1.43
AggressiveCar3,9.9,14.57,0.3,1.47
AggressiveCar4,9.6,14.02,0.3,1.46
AggressiveCar5,4.2,6.38,0.3,1.52
AggressiveCar6,3.9,5.91,0.3,1.52
AggressiveCar1,10.0,14.33,0.3,1.43
AggressiveCar2,10.0,14.68,0.3,1.47
AggressiveCar3,10.0,13.87,0.3,1.39
AggressiveCar4,9.7,13.76,0.3,1.42
AggressiveCar5,4.3,5.96,0.3,1.39
AggressiveCar6,4.0,5.65,0.3,1.41
AggressiveCar1,10.0,14.27,0.3,1.43
AggressiveCar2,10.0,13.59,0.3,1.36
AggressiveCar3,10.0,13.55,0.3,1.35
AggressiveCar4,9.8,13.18,0.3,1.34
AggressiveCar5,4.4,6.04,0.3,1.37
AggressiveCar6,4.1,6.19,0.3,1.51
AggressiveCar1,10.0,13.35,0.3,1.33
AggressiveCar2,10.0,13.43,0.3,1.34
AggressiveCar3,10.0,14.24,0.3,1.42
AggressiveCar4,9.9,14.41,0.3,1.46
AggressiveCar5,4.5,6.76,0.3,1.5
AggressiveCar6,4.2,6.09,0.3,1.45
AggressiveCar1,10.0,13.42,0.3,1.34
AggressiveCar2,10.0,14.1,0.3,1.41
AggressiveCar3,10.0,13.49,0.3,1.35
AggressiveCar4,10.0,13.46,0.3,1.35
AggressiveCar5,4.6,6.31,0.3,1.37
AggressiveCar6,4.3,6.3,0.3,1.47
AggressiveCar1,10.0,13.58,0.3,1.36
AggressiveCar2,10.0,13.84,0.3,1.38
AggressiveCar3,10.0,13.94,0.3,1.39
AggressiveCar4,10.0,13.61,0.3,1.36
AggressiveCar5,4.7,6.65,0.3,1.41
AggressiveCar6,4.4,6.36,0.3,1.45
AggressiveCar1,10.0,13.59,0.3,1.36
AggressiveCar2,10.0,14.18,0.3,1.42
AggressiveCar3,10.0,14.35,0.3,1.44
AggressiveCar4,10.0,14.23,0.3,1.42
AggressiveCar5,4.8,7.01,0.3,1.46
AggressiveCar6,4.5,6.23,0.3,1.38
AggressiveCar1,10.0,13.98,0.3,1.4
AggressiveCar2,10.0,14.59,0.3,1.46
AggressiveCar3,10.0,13.51,0.3,1.35
AggressiveCar4,10.0,13.74,0.3,1.37
AggressiveCar5,4.9,7.27,0.3,1.48
AggressiveCar6,4.6,6.64,0.3,1.44
AggressiveCar1,10.0,13.84,0.3,1.38
AggressiveCar2,10.0,14.48,0.3,1.45
AggressiveCar3,10.0,14.06,0.3,1.41
AggressiveCar4,10.0,13.46,0.3,1.35
AggressiveCar5,5.0,7.21,0.3,1.44
AggressiveCar6,4.7,6.53,0.3,1.39
AggressiveCar1,10.0,14.52,0.3,1.45
AggressiveCar2,10.0,14.45,0.3,1.44
AggressiveCar3,10.0,14.78,0.3,1.48
AggressiveCar4,10.0,13.37,0.3,1.34
AggressiveCar5,5.1,7.39,0.3,1.45
AggressiveCar6,4.8,6.91,0.3,1.44
AggressiveCar1,10.0,14.56,0.3,1.46
AggressiveCar2,10.0,14.54,0.3,1.45
AggressiveCar3,10.0,14.31,0.3,1.43
AggressiveCar4,10.0,14.3,0.3,1.43
AggressiveCar5,5.2,7.78,0.3,1.5
AggressiveCar6,4.9,7.32,0.3,1.49
AggressiveCar1,10.0,14.27,0.3,1.43
AggressiveCar2,10.0,14.56,0.3,1.46
AggressiveCar3,10.0,14.24,0.3,1.42
AggressiveCar4,10.0,13.43,0.3,1.34
AggressiveCar5,5.3,7.41,0.3,1.4
AggressiveCar6,5.0,6.97,0.3,1.39
AggressiveCar1,10.0,14.16,0.3,1.42
AggressiveCar2,10.0,13.74,0.3,1.37
AggressiveCar3,10.0,13.87,0.3,1.39
AggressiveCar4,10.0,13.94,0.3,1.39
AggressiveCar5,5.4,7.88,0.3,1.46
AggressiveCar6,5.1,7.11,0.3,1.39
AggressiveCar1,10.0,14.4,0.3,1.44
AggressiveCar2,10.0,14.56,0.3,1.46
AggressiveCar3,10.0,13.43,0.3,1.34
AggressiveCar4,10.0,14.52,0.3,1.45
AggressiveCar5,5.5,7.66,0.3,1.39
AggressiveCar6,5.2,7.21,0.3,1.39
AggressiveCar1,10.0,14.08,0.3,1.41
AggressiveCar2,10.0,14.4,0.3,1.44
AggressiveCar3,10.0,14.79,0.3,1.48
AggressiveCar4,10.0,13.59,0.3,1.36
AggressiveCar5,5.6,7.92,0.3,1.41
AggressiveCar6,5.3,7.55,0.3,1.42
AggressiveCar1,10.0,14.26,0.3,1.43
AggressiveCar2,10.0,14.29,0.3,1.43
AggressiveCar3,10.0,13.7,0.3,1.37
AggressiveCar4,10.0,14.6,0.3,1.46
AggressiveCar5,5.7,7.78,0.3,1.36
AggressiveCar6,5.4,7.97,0.3,1.48
AggressiveCar1,10.0,13.95,0.3,1.4
AggressiveCar2,10.0,14.61,0.3,1.46
AggressiveCar3,10.0,13.85,0.3,1.39
AggressiveCar4,10.0,13.46,0.3,1.35
AggressiveCar5,5.8,8.31,0.3,1.43
AggressiveCar6,5.5,7.75,0.3,1.41
AggressiveCar7,0.1,0.43,0.3,4.3
AggressiveCar1,10.0,13.34,0.3,1.33
AggressiveCar2,10.0,13.82,0.3,1.38
AggressiveCar3,10.0,14.15,0.3,1.42
AggressiveCar4,10.0,13.39,0.3,1.34
AggressiveCar5,5.9,8.63,0.3,1.46
AggressiveCar6,5.6,7.62,0.3,1.36
AggressiveCar7,0.2,0.58,0.3,2.9
AggressiveCar1,10.0,14.64,0.3,1.46
AggressiveCar2,10.0,14.1,0.3,1.41
AggressiveCar3,10.0,14.28,0.3,1.43
AggressiveCar4,10.0,14.16,0.3,1.42
AggressiveCar5,6.0,8.56,0.3,1.43
AggressiveCar6,5.7,8.18,0.3,1.44
AggressiveCar7,0.3,0.72,0.3,2.4
AggressiveCar1,10.0,13.9,0.3,1.39
AggressiveCar2,10.0,13.69,0.3,1.37
AggressiveCar3,10.0,14.5,0.3,1.45
AggressiveCar4,10.0,14.77,0.3,1.48
AggressiveCar5,6.1,8.88,0.3,1.46
AggressiveCar6,5.8,8.2,0.3,1.41
AggressiveCar7,0.4,0.82,0.3,2.05
AggressiveCar8,0.1,0.44,0.3,4.4
AggressiveCar1,10.0,14.73,0.3,1.47
AggressiveCar2,10.0,13.84,0.3,1.38
AggressiveCar3,10.0,13.84,0.3,1.38
AggressiveCar4,10.0,14.08,0.3,1.41
AggressiveCar5,6.2,8.59,0.3,1.39
AggressiveCar6,5.9,8.04,0.3,1.36
AggressiveCar7,0.5,0.97,0.3,1.94
AggressiveCar8,0.2,0.57,0.3,2.85
AggressiveCar1,10.0,13.88,0.3,1.39
AggressiveCar2,10.0,13.37,0.3,1.34
AggressiveCar3,10.0,14.58,0.3,1.46
AggressiveCar4,10.0,14.02,0.3,1.4
AggressiveCar5,6.3,9.1,0.3,1.44
AggressiveCar6,6.0,8.28,0.3,1.38
AggressiveCar7,0.6,1.15,0.3,1.92
AggressiveCar8,0.3,0.73,0.3,2.43
AggressiveCar1,10.0,13.78,0.3,1.38
AggressiveCar2,10.0,14.76,0.3,1.48
AggressiveCar3,10.0,13.52,0.3,1.35
AggressiveCar4,10.0,14.57,0.3,1.46
AggressiveCar5,6.4,8.93,0.3,1.4
AggressiveCar6,6.1,8.9,0.3,1.46
AggressiveCar7,0.7,1.3,0.3,1.86
AggressiveCar8,0.4,0.82,0.3,2.05
AggressiveCar1,10.0,14.35,0.3,1.44
AggressiveCar2,10.0,13.48,0.3,1.35
AggressiveCar3,10.0,14.7,0.3,1.47
AggressiveCar4,10.0,13.9,0.3,1.39
AggressiveCar5,6.5,9.46,0.3,1.46
AggressiveCar6,6.2,8.56,0.3,1.38
AggressiveCar7,0.8,1.46,0.3,1.82
AggressiveCar8,0.5,1.01,0.3,2.02
AggressiveCar1,10.0,13.54,0.3,1.35
AggressiveCar2,10.0,14.01,0.3,1.4
AggressiveCar3,10.0,13.86,0.3,1.39
AggressiveCar4,10.0,13.48,0.3,1.35
AggressiveCar5,6.6,8.99,0.3,1.36
AggressiveCar6,6.3,9.13,0.3,1.45
AggressiveCar7,0.9,1.54,0.3,1.71
AggressiveCar8,0.6,1.1,0.3,1.83
AggressiveCar1,10.0,14.45,0.3,1.44
AggressiveCar2,10.0,14.66,0.3,1.47
AggressiveCar3,10.0,14.5,0.3,1.45
AggressiveCar4,10.0,14.2,0.3,1.42
AggressiveCar5,6.7,9.81,0.3,1.46
AggressiveCar6,6.4,9.23,0.3,1.44
AggressiveCar7,1.0,1.71,0.3,1.71
AggressiveCar8,0.7,1.22,0.3,1.74
AggressiveCar1,10.0,14.58,0.3,1.46
AggressiveCar2,10.0,14.06,0.3,1.41
AggressiveCar3,10.0,13.61,0.3,1.36
AggressiveCar4,10.0,13.64,0.3,1.36
AggressiveCar5,6.8,10.13,0.3,1.49
AggressiveCar6,6.5,9.03,0.3,1.39
AggressiveCar7,1.1,1.87,0.3,1.7
AggressiveCar8,0.8,1.41,0.3,1.76
AggressiveCar1,10.0,14.07,0.3,1.41
AggressiveCar2,10.0,13.37,0.3,1.34
AggressiveCar3,10.0,13.96,0.3,1.4
AggressiveCar4,10.0,14.73,0.3,1.47
AggressiveCar5,6.9,9.3,0.3,1.35
AggressiveCar6,6.6,8.92,0.3,1.35
AggressiveCar7,1.2,2.02,0.3,1.68
AggressiveCar8,0.9,1.57,0.3,1.74
AggressiveCar1,10.0,14.02,0.3,1.4
AggressiveCar2,10.0,13.81,0.3,1.38
AggressiveCar3,10.0,14.48,0.3,1.45
AggressiveCar4,10.0,13.99,0.3,1.4
AggressiveCar5,7.0,9.86,0.3,1.41
AggressiveCar6,6.7,9.1,0.3,1.36
AggressiveCar7,1.3,2.13,0.3,1.64
AggressiveCar8,1.0,1.65,0.3,1.65
AggressiveCar1,10.0,13.77,0.3,1.38
AggressiveCar2,10.0,14.27,0.3,1.43
AggressiveCar3,10.0,13.93,0.3,1.39
AggressiveCar4,10.0,14.65,0.3,1.47
AggressiveCar5,7.1,9.62,0.3,1.35
AggressiveCar6,6.8,9.59,0.3,1.41
AggressiveCar7,1.4,2.16,0.3,1.54
AggressiveCar8,1.1,1.73,0.3,1.57
AggressiveCar1,10.0,13.86,0.3,1.39
AggressiveCar2,10.0,13.56,0.3,1.36
AggressiveCar3,10.0,14.26,0.3,1.43
AggressiveCar4,10.0,13.65,0.3,1.36
AggressiveCar5,7.2,9.81,0.3,1.36
AggressiveCar6,6.9,10.1,0.3,1.46
AggressiveCar7,1.5,2.42,0.3,1.61
AggressiveCar8,1.2,1.92,0.3,1.6
AggressiveCar1,10.0,14.79,0.3,1.48
AggressiveCar2,10.0,13.43,0.3,1.34
AggressiveCar3,10.0,14.57,0.3,1.46
AggressiveCar4,10.0,13.8,0.3,1.38
AggressiveCar5,7.3,10.74,0.3,1.47
AggressiveCar6,7.0,10.36,0.3,1.48
AggressiveCar7,1.6,2.43,0.3,1.52
AggressiveCar8,1.3,2.12,0.3,1.63
AggressiveCar1,10.0,13.93,0.3,1.39
AggressiveCar2,10.0,13.74,0.3,1.37
AggressiveCar3,10.0,13.44,0.3,1.34
AggressiveCar4,10.0,13.71,0.3,1.37
AggressiveCar5,7.4,10.87,0.3,1.47
AggressiveCar6,7.1,9.93,0.3,1.4
AggressiveCar7,1.7,2.6,0.3,1.53
AggressiveCar8,1.4,2.26,0.3,1.61
AggressiveCar1,10.0,14.64,0.3,1.46
AggressiveCar2,10.0,14.28,0.3,1.43
AggressiveCar3,10.0,13.44,0.3,1.34
AggressiveCar4,10.0,13.52,0.3,1.35
AggressiveCar5,7.5,10.5,0.3,1.4
AggressiveCar6,7.2,10.43,0.3,1.45
AggressiveCar7,1.8,2.87,0.3,1.59
AggressiveCar8,1.5,2.43,0.3,1.62
AggressiveCar1,10.0,13.59,0.3,1.36
AggressiveCar2,10.0,13.85,0.3,1.39
AggressiveCar3,10.0,14.34,0.3,1.43
AggressiveCar4,10.0,14.09,0.3,1.41
AggressiveCar5,7.6,10.94,0.3,1.44
AggressiveCar6,7.3,10.63,0.3,1.46
AggressiveCar7,1.9,2.95,0.3,1.55
AggressiveCar8,1.6,2.41,0.3,1.51
AggressiveCar1,10.0,14.06,0.3,1.41
AggressiveCar2,10.0,13.37,0.3,1.34
AggressiveCar3,10.0,13.98,0.3,1.4
AggressiveCar4,10.0,13.73,0.3,1.37
AggressiveCar5,7.7,10.7,0.3,1.39
AggressiveCar6,7.4,10.7,0.3,1.45
AggressiveCar7,2.0,2.91,0.3,1.46
AggressiveCar8,1.7,2.65,0.3,1.56
AggressiveCar1,10.0,14.29,0.3,1.43
AggressiveCar2,10.0,13.95,0.3,1.4
AggressiveCar3,10.0,14.29,0.3,1.43
AggressiveCar4,10.0,14.79,0.3,1.48
AggressiveCar5,7.8,11.45,0.3,1.47
AggressiveCar6,7.5,10.84,0.3,1.45
AggressiveCar7,2.1,3.05,0.3,1.45
AggressiveCar8,1.8,2.68,0.3,1.49
AggressiveCar1,10.0,14.07,0.3,1.41
AggressiveCar2,10.0,14.1,0.3,1.41
AggressiveCar3,10.0,13.91,0.3,1.39
AggressiveCar4,10.0,13.61,0.3,1.36
AggressiveCar5,7.9,11.68,0.3,1.48
AggressiveCar6,7.6,10.91,0.3,1.44
AggressiveCar7,2.2,3.27,0.3,1.49
AggressiveCar8,1.9,2.84,0.3,1.49
AggressiveCar1,10.0,13.55,0.3,1.35
AggressiveCar2,10.0,14.79,0.3,1.48
AggressiveCar3,10.0,13.67,0.3,1.37
AggressiveCar4,10.0,13.69,0.3,1.37
AggressiveCar5,8.0,11.41,0.3,1.43
AggressiveCar6,7.7,11.19,0.3,1.45
AggressiveCar7,2.3,3.61,0.3,1.57
AggressiveCar8,2.0,3.04,0.3,1.52
AggressiveCar1,10.0,14.54,0.3,1.45
AggressiveCar2,10.0,14.56,0.3,1.46
AggressiveCar3,10.0,14.62,0.3,1.46
AggressiveCar4,10.0,13.37,0.3,1.34
AggressiveCar5,8.1,11.57,0.3,1.43
AggressiveCar6,7.8,10.66,0.3,1.37
AggressiveCar7,2.4,3.59,0.3,1.5
AggressiveCar8,2.1,3.27,0.3,1.56
AggressiveCar1,10.0,14.79,0.3,1.48
AggressiveCar2,10.0,13.6,0.3,1.36
AggressiveCar3,10.0,13.7,0.3,1.37
AggressiveCar4,10.0,14.1,0.3,1.41
AggressiveCar5,8.2,11.79,0.3,1.44
AggressiveCar6,7.9,10.82,0.3,1.37
AggressiveCar7,2.5,3.55,0.3,1.42
AggressiveCar8,2.2,3.25,0.3,1.48
AggressiveCar1,10.0,14.47,0.3,1.45
AggressiveCar2,10.0,14.57,0.3,1.46
AggressiveCar3,10.0,14.56,0.3,1.46
AggressiveCar4,10.0,14.59,0.3,1.46
AggressiveCar5,8.3,12.16,0.3,1.47
AggressiveCar6,8.0,10.71,0.3,1.34
AggressiveCar7,2.6,3.69,0.3,1.42
AggressiveCar8,2.3,3.55,0.3,1.54
AggressiveCar1,10.0,13.44,0.3,1.34
AggressiveCar2,10.0,13.35,0.3,1.33
AggressiveCar3,10.0,13.72,0.3,1.37
AggressiveCar4,10.0,13.4,0.3,1.34
AggressiveCar5,8.4,11.27,0.3,1.34
AggressiveCar6,8.1,11.69,0.3,1.44
AggressiveCar7,2.7,4.01,0.3,1.49
AggressiveCar8,2.4,3.43,0.3,1.43
AggressiveCar1,10.0,14.31,0.3,1.43
AggressiveCar2,10.0,13.63,0.3,1.36
AggressiveCar3,10.0,14.66,0.3,1.47
AggressiveCar4,10.0,14.74,0.3,1.47
AggressiveCar5,8.5,11.69,0.3,1.38
AggressiveCar6,8.2,11.88,0.3,1.45
AggressiveCar7,2.8,3.97,0.3,1.42
AggressiveCar8,2.5,3.73,0.3,1.49
AggressiveCar1,10.0,14.49,0.3,1.45
AggressiveCar2,10.0,13.74,0.3,1.37
AggressiveCar3,10.0,14.65,0.3,1.47
AggressiveCar4,10.0,14.26,0.3,1.43
AggressiveCar5,8.6,12.13,0.3,1.41
AggressiveCar6,8.3,11.69,0.3,1.41
AggressiveCar7,2.9,4.35,0.3,1.5
AggressiveCar8,2.6,3.86,0.3,1.48
AggressiveCar1,10.0,13.41,0.3,1.34
AggressiveCar2,10.0,13.35,0.3,1.33
AggressiveCar3,10.0,13.36,0.3,1.34
AggressiveCar4,10.0,14.5,0.3,1.45
AggressiveCar5,8.7,12.37,0.3,1.42
AggressiveCar6,8.4,11.37,0.3,1.35
AggressiveCar7,3.0,4.62,0.3,1.54
AggressiveCar8,2.7,4.19,0.3,1.55
AggressiveCar1,10.0,13.59,0.3,1.36
AggressiveCar2,10.0,13.62,0.3,1.36
AggressiveCar3,10.0,14.15,0.3,1.42
AggressiveCar4,10.0,13.6,0.3,1.36
AggressiveCar5,8.8,12.91,0.3,1.47
AggressiveCar6,8.5,12.19,0.3,1.43
AggressiveCar7,3.1,4.74,0.3,1.53
AggressiveCar8,2.8,4.14,0.3,1.48
AggressiveCar1,10.0,13.67,0.3,1.37
AggressiveCar2,10.0,14.75,0.3,1.48
AggressiveCar3,10.0,14.62,0.3,1.46
AggressiveCar4,10.0,13.98,0.3,1.4
AggressiveCar5,8.9,12.14,0.3,1.36
AggressiveCar6,8.6,11.54,0.3,1.34
AggressiveCar7,3.2,4.87,0.3,1.52
AggressiveCar8,2.9,4.23,0.3,1.46
AggressiveCar1,10.0,14.18,0.3,1.42
AggressiveCar2,10.0,13.45,0.3,1.34
AggressiveCar3,10.0,14.42,0.3,1.44
AggressiveCar4,10.0,14.44,0.3,1.44
AggressiveCar5,9.0,12.52,0.3,1.39
AggressiveCar6,8.7,12.15,0.3,1.4
AggressiveCar7,3.3,4.77,0.3,1.45
AggressiveCar8,3.0,4.27,0.3,1.42
AggressiveCar1,10.0,14.4,0.3,1.44
AggressiveCar2,10.0,14.71,0.3,1.47
AggressiveCar3,10.0,14.03,0.3,1.4
AggressiveCar4,10.0,14.65,0.3,1.47
AggressiveCar5,9.1,12.15,0.3,1.34
AggressiveCar6,8.8,12.93,0.3,1.47
AggressiveCar7,3.4,4.83,0.3,1.42
AggressiveCar8,3.1,4.5,0.3,1.45
AggressiveCar1,10.0,14.27,0.3,1.43
AggressiveCar2,10.0,14.33,0.3,1.43
AggressiveCar3,10.0,13.64,0.3,1.36
AggressiveCar4,10.0,13.3,0.3,1.33
AggressiveCar5,9.2,12.98,0.3,1.41
AggressiveCar6,8.9,12.69,0.3,1.43
AggressiveCar7,3.5,5.07,0.3,1.45
