Density_(veh/hr)_TL,Density_(veh/hr)_CAwSD4WI,Density_(veh/hr)_RN,Time_(secs)
0.42,0.42,0.42,0.0
0.42,0.42,0.42,0.1
0.42,0.42,0.42,0.2
0.42,0.42,0.42,0.3
0.42,0.42,0.42,0.4
0.42,0.42,0.42,0.5
0.42,0.42,0.42,0.6
0.42,0.42,0.42,0.7
0.42,0.42,0.42,0.8
0.42,0.42,0.42,0.9
0.42,0.42,0.42,1.0
0.42,0.42,0.42,1.1
0.42,0.42,0.42,1.2
0.42,0.42,0.42,1.3
0.42,0.42,0.42,1.4
0.42,0.42,0.42,1.5
0.42,0.42,0.42,1.6
0.42,0.42,0.42,1.7
0.42,0.42,0.42,1.8
0.42,0.42,0.42,1.9
0.42,0.42,0.42,2.0
0.42,0.42,0.42,2.1
0.42,0.42,0.42,2.2
0.42,0.42,0.42,2.3
0.42,0.42,0.42,2.4
0.42,0.42,0.42,2.5
0.42,0.42,0.42,2.6
0.42,0.42,0.42,2.7
0.42,0.42,0.42,2.8
0.42,0.42,0.42,2.9
0.42,0.42,0.42,3.0
0.42,0.42,0.42,3.1
0.42,0.42,0.42,3.2
0.42,0.42,0.42,3.3
0.42,0.42,0.42,3.4
0.42,0.42,0.42,3.5
0.42,0.42,0.42,3.6
0.42,0.42,0.42,3.7
0.42,0.42,0.42,3.8
0.42,0.42,0.42,3.9
0.42,0.42,0.42,4.0
0.42,0.42,0.42,4.1
0.42,0.42,0.42,4.2
0.42,0.42,0.42,4.3
0.42,0.42,0.42,4.4
0.42,0.42,0.42,4.5
0.42,0.42,0.42,4.6
0.42,0.42,0.42,4.7
0.42,0.42,0.42,4.8
0.42,0.42,0.42,4.9
0.42,0.42,0.42,5.0
0.42,0.42,0.42,5.1
0.42,0.42,0.42,5.2
0.42,0.42,0.42,5.3
0.42,0.42,0.42,5.4
0.42,0.42,0.42,5.5
0.42,0.42,0.42,5.6
0.42,0.42,0.52,5.7
0.42,0.42,0.52,5.8
0.52,0.42,0.62,5.9
0.62,0.52,0.62,6.0
0.73,0.62,0.73,6.1
0.73,0.83,0.73,6.2
0.83,0.83,0.83,6.3
0.83,0.83,0.83,6.4
0.83,0.83,0.83,6.5
0.83,0.83,0.83,6.6
0.83,0.83,0.83,6.7
0.83,0.83,0.83,6.8
0.83,0.83,0.83,6.9
0.83,0.83,0.83,7.0
0.83,0.83,0.83,7.1
0.83,0.83,0.83,7.2
0.83,0.83,0.83,7.3
0.83,0.83,0.83,7.4
0.83,0.83,0.83,7.5
0.83,0.83,0.83,7.6
0.83,0.83,0.83,7.7
0.83,0.83,0.83,7.8
0.83,0.83,0.83,7.9
0.83,0.83,0.83,8.0
0.83,0.83,0.83,8.1
0.83,0.83,0.83,8.2
0.83,0.83,0.83,8.3
0.83,0.83,0.83,8.4
0.83,0.83,0.83,8.5
0.83,0.83,0.83,8.6
0.83,0.83,0.83,8.7
0.83,0.83,0.83,8.8
0.83,0.83,0.83,8.9
0.83,0.83,0.83,9.0
0.83,0.83,0.83,9.1
0.83,0.83,0.83,9.2
0.83,0.83,0.83,9.3
0.83,0.83,0.83,9.4
0.83,0.83,0.83,9.5
0.83,0.83,0.83,9.6
0.83,0.83,0.83,9.7
0.83,0.83,0.83,9.8
0.83,0.83,0.83,9.9
0.83,0.83,0.83,10.0
0.83,0.83,0.83,10.1
0.83,0.83,0.83,10.2
0.83,0.83,0.83,10.3
0.83,0.83,0.83,10.4
0.83,0.83,0.83,10.5
0.83,0.83,0.83,10.6
0.83,0.83,0.83,10.7
0.83,0.83,0.83,10.8
0.83,0.83,0.83,10.9
0.83,0.83,0.83,11.0
0.83,0.83,0.83,11.1
0.83,0.83,0.83,11.2
0.83,0.83,0.83,11.3
0.83,0.83,0.94,11.4
0.83,0.83,0.94,11.5
0.83,0.83,0.94,11.6
0.83,0.83,0.94,11.7
0.94,0.83,1.04,11.8
1.04,0.94,1.15,11.9
1.04,0.94,1.15,12.0
1.04,0.94,1.15,12.1
1.15,1.04,1.15,12.2
1.15,1.04,1.15,12.3
1.15,1.25,1.15,12.4
1.15,1.25,1.15,12.5
1.25,1.25,1.25,12.6
1.25,1.25,1.25,12.7
1.25,1.25,1.25,12.8
1.25,1.25,1.25,12.9
1.25,1.25,1.25,13.0
1.25,1.25,1.25,13.1
1.25,1.25,1.25,13.2
1.25,1.25,1.25,13.3
1.25,1.25,1.25,13.4
1.25,1.25,1.25,13.5
1.25,1.25,1.25,13.6
1.25,1.25,1.25,13.7
1.25,1.25,1.25,13.8
1.25,1.25,1.25,13.9
1.25,1.25,1.25,14.0
1.25,1.25,1.25,14.1
1.25,1.25,1.25,14.2
1.25,1.25,1.25,14.3
1.25,1.25,1.25,14.4
1.25,1.25,1.25,14.5
1.25,1.25,1.25,14.6
1.25,1.25,1.25,14.7
1.25,1.25,1.25,14.8
1.25,1.25,1.25,14.9
1.25,1.25,1.25,15.0
1.25,1.25,1.25,15.1
1.25,1.25,1.25,15.2
1.25,1.25,1.25,15.3
1.25,1.25,1.25,15.4
1.25,1.25,1.25,15.5
1.25,1.25,1.25,15.6
1.25,1.25,1.25,15.7
1.25,1.25,1.25,15.8
1.25,1.25,1.25,15.9
1.25,1.25,1.25,16.0
1.25,1.25,1.25,16.1
1.25,1.25,1.25,16.2
1.25,1.25,1.25,16.3
1.25,1.25,1.25,16.4
1.25,1.25,1.25,16.5
1.25,1.25,1.25,16.6
1.25,1.25,1.25,16.7
1.25,1.25,1.25,16.8
1.25,1.25,1.25,16.9
1.25,1.25,1.25,17.0
1.25,1.25,1.25,17.1
1.25,1.25,1.25,17.2
1.25,1.25,1.25,17.3
1.25,1.25,1.25,17.4
1.25,1.25,1.25,17.5
1.25,1.25,1.25,17.6
1.35,1.25,1.46,17.7
1.46,1.35,1.56,17.8
1.56,1.35,1.56,17.9
1.56,1.35,1.56,18.0
1.56,1.35,1.56,18.1
1.56,1.46,1.56,18.2
1.56,1.67,1.56,18.3
1.56,1.67,1.56,18.4
1.56,1.67,1.56,18.5
1.56,1.67,1.56,18.6
1.56,1.67,1.56,18.7
1.56,1.67,1.67,18.8
1.67,1.67,1.67,18.9
1.67,1.67,1.67,19.0
1.67,1.67,1.67,19.1
1.67,1.67,1.67,19.2
1.67,1.67,1.67,19.3
1.67,1.67,1.67,19.4
1.67,1.67,1.67,19.5
1.67,1.67,1.67,19.6
1.67,1.67,1.67,19.7
1.67,1.67,1.67,19.8
1.67,1.67,1.67,19.9
1.67,1.67,1.67,20.0
1.67,1.67,1.67,20.1
1.67,1.67,1.67,20.2
1.67,1.67,1.67,20.3
1.67,1.67,1.67,20.4
1.67,1.67,1.67,20.5
1.67,1.67,1.67,20.6
1.67,1.67,1.67,20.7
1.67,1.67,1.67,20.8
1.67,1.67,1.67,20.9
1.67,1.67,1.67,21.0
1.67,1.67,1.67,21.1
1.67,1.67,1.67,21.2
1.67,1.67,1.67,21.3
1.67,1.67,1.67,21.4
1.67,1.67,1.67,21.5
1.67,1.67,1.67,21.6
1.67,1.67,1.67,21.7
1.67,1.67,1.67,21.8
1.67,1.67,1.67,21.9
1.67,1.67,1.67,22.0
1.67,1.67,1.67,22.1
1.67,1.67,1.67,22.2
1.67,1.67,1.67,22.3
1.67,1.67,1.67,22.4
1.67,1.67,1.67,22.5
1.67,1.67,1.67,22.6
1.67,1.67,1.67,22.7
1.67,1.67,1.67,22.8
1.67,1.67,1.67,22.9
1.67,1.67,1.67,23.0
1.67,1.67,1.67,23.1
1.77,1.67,1.77,23.2
1.77,1.67,1.77,23.3
1.77,1.67,1.77,23.4
1.77,1.67,1.77,23.5
1.77,1.67,1.77,23.6
1.88,1.67,1.77,23.7
1.88,1.67,2.32,23.8
1.88,1.77,2.68,23.9
1.98,1.77,2.96,24.0
1.98,1.77,3.31,24.1
1.98,1.77,3.34,24.2
1.98,1.77,4.22,24.3
1.98,1.77,4.76,24.4
1.98,1.77,4.89,24.5
1.98,1.88,5.05,24.6
1.98,1.98,4.87,24.7
1.98,1.98,5.4,24.8
1.98,3.07,5.32,24.9
1.98,2.84,6.73,25.0
1.98,3.29,6.03,25.1
1.98,3.43,6.64,25.2
3.15,3.93,8.88,25.3
3.11,4.17,6.56,25.4
3.22,4.43,7.13,25.5
3.81,4.67,10.26,25.6
4.73,6.03,9.34,25.7
4.39,5.46,9.22,25.8
4.67,5.18,10.16,25.9
5.69,5.76,9.33,26.0
4.36,5.91,10.1,26.1
5.54,8.76,12.03,26.2
7.2,6.64,10.63,26.3
5.99,6.54,10.36,26.4
8.94,6.13,9.65,26.5
8.01,10.72,9.13,26.6
6.62,10.36,14.2,26.7
10.21,8.35,10.1,26.8
9.29,9.4,17.06,26.9
7.19,8.61,15.0,27.0
8.01,9.98,13.96,27.1
7.78,13.92,13.82,27.2
7.82,12.6,12.18,27.3
8.62,10.36,17.05,27.4
8.23,10.56,15.49,27.5
9.07,11.51,12.78,27.6
9.11,12.83,14.12,27.7
12.49,10.91,15.31,27.8
10.82,12.19,16.62,27.9
14.97,12.59,17.33,28.0
13.77,15.76,18.13,28.1
11.78,11.1,14.37,28.2
15.69,12.17,12.51,28.3
13.37,13.63,15.54,28.4
16.71,16.95,20.53,28.5
13.36,14.61,15.93,28.6
15.68,12.49,24.51,28.7
17.66,15.72,18.91,28.8
14.22,19.73,20.9,28.9
14.26,17.9,15.05,29.0
14.04,16.02,24.15,29.1
14.07,18.4,25.35,29.2
12.72,18.34,22.64,29.3
14.19,13.42,18.02,29.4
15.41,16.75,15.61,29.5
20.62,14.28,19.67,29.6
11.58,16.59,20.19,29.7
17.85,16.51,17.16,29.8
14.94,14.05,10.59,29.9
18.82,16.33,9.71,30.0
16.0,23.7,11.39,30.1
26.28,20.05,11.42,30.2
18.98,18.38,14.04,30.3
16.51,24.49,11.13,30.4
24.97,16.07,12.15,30.5
25.15,21.55,12.02,30.6
18.48,21.88,13.13,30.7
14.0,16.08,14.94,30.8
23.76,15.3,12.69,30.9
21.5,21.49,12.77,31.0
22.62,18.32,13.27,31.1
19.09,19.76,15.1,31.2
17.04,21.37,13.56,31.3
25.15,30.4,16.27,31.4
23.07,12.68,18.12,31.5
16.25,16.98,18.91,31.6
15.56,10.62,18.0,31.7
8.94,13.06,14.67,31.8
11.51,15.44,16.19,31.9
13.02,13.51,20.94,32.0
12.1,13.89,16.36,32.1
10.83,12.5,17.21,32.2
11.64,12.65,21.34,32.3
12.94,14.47,18.5,32.4
16.89,14.15,18.18,32.5
10.84,14.16,21.26,32.6
14.38,14.75,14.95,32.7
11.79,12.75,20.93,32.8
13.69,12.93,18.26,32.9
12.45,13.78,24.73,33.0
14.58,17.89,18.83,33.1
12.31,14.43,24.01,33.2
12.8,15.63,22.74,33.3
16.26,16.02,22.59,33.4
13.25,12.77,21.48,33.5
16.2,15.43,25.33,33.6
15.18,16.19,24.75,33.7
15.5,16.28,21.63,33.8
16.26,18.37,20.66,33.9
16.21,15.08,20.69,34.0
17.18,16.65,17.36,34.1
15.22,18.16,21.19,34.2
18.87,16.21,18.62,34.3
16.13,17.23,21.99,34.4
21.29,18.47,22.64,34.5
21.17,24.49,23.63,34.6
14.96,16.09,22.83,34.7
20.15,17.62,19.77,34.8
18.93,22.76,15.34,34.9
16.27,20.56,16.58,35.0
19.69,18.42,17.09,35.1
21.48,25.24,15.59,35.2
18.02,15.18,18.07,35.3
18.4,19.6,18.7,35.4
18.23,15.88,17.58,35.5
20.25,19.94,17.18,35.6
19.31,20.45,16.82,35.7
19.38,18.33,21.68,35.8
17.09,16.91,16.34,35.9
17.5,27.68,18.61,36.0
20.31,17.49,13.14,36.1
21.55,22.42,16.17,36.2
22.48,20.25,14.04,36.3
21.78,26.76,15.54,36.4
22.59,23.88,13.93,36.5
23.13,28.63,17.56,36.6
23.91,26.29,18.51,36.7
26.96,21.48,13.81,36.8
17.62,22.53,17.16,36.9
23.79,19.86,20.24,37.0
25.84,28.33,22.09,37.1
22.15,29.19,17.41,37.2
22.7,26.15,21.55,37.3
23.01,24.65,22.31,37.4
20.23,18.95,17.77,37.5
22.43,17.37,24.49,37.6
19.42,17.96,18.99,37.7
27.59,18.94,17.54,37.8
23.61,18.82,26.24,37.9
19.04,19.55,20.55,38.0
16.47,16.28,18.95,38.1
14.64,15.85,21.21,38.2
17.06,14.63,25.09,38.3
16.19,18.37,25.63,38.4
15.72,17.04,25.48,38.5
15.86,18.27,21.87,38.6
14.96,15.98,21.92,38.7
17.42,18.61,25.59,38.8
18.54,18.71,21.34,38.9
16.38,17.5,23.89,39.0
16.05,15.85,24.91,39.1
14.4,21.99,23.91,39.2
17.11,19.97,23.49,39.3
15.74,17.22,23.98,39.4
20.64,19.16,25.2,39.5
20.57,17.8,26.88,39.6
18.74,19.6,26.22,39.7
17.34,16.99,22.42,39.8
24.38,19.44,24.92,39.9
21.85,21.66,29.42,40.0
22.26,19.61,24.82,40.1
23.07,20.38,24.81,40.2
19.73,23.81,27.18,40.3
16.05,22.32,24.9,40.4
16.04,18.23,26.41,40.5
21.21,21.27,27.69,40.6
18.56,19.49,29.13,40.7
16.99,21.07,25.91,40.8
19.45,23.61,25.55,40.9
26.22,22.03,22.4,41.0
26.82,22.72,26.02,41.1
28.42,23.08,21.05,41.2
21.65,27.37,22.19,41.3
23.0,22.6,21.12,41.4
22.54,19.7,24.84,41.5
23.31,22.32,23.27,41.6
21.08,24.93,23.75,41.7
19.84,22.95,22.38,41.8
20.55,21.21,24.94,41.9
21.44,26.55,23.79,42.0
22.88,26.06,25.76,42.1
24.78,25.62,26.3,42.2
23.33,25.34,24.83,42.3
27.78,21.37,28.45,42.4
21.44,25.6,22.44,42.5
25.1,26.19,24.42,42.6
24.71,28.9,30.19,42.7
20.73,27.5,24.89,42.8
18.67,26.16,27.49,42.9
19.77,26.08,25.73,43.0
17.74,29.12,30.17,43.1
17.69,34.71,26.94,43.2
16.39,27.64,23.58,43.3
18.21,26.31,28.97,43.4
17.43,25.92,26.23,43.5
20.44,27.3,26.42,43.6
21.43,26.54,25.49,43.7
20.22,31.24,23.28,43.8
20.48,24.85,24.7,43.9
18.8,27.18,27.0,44.0
17.21,20.74,26.23,44.1
22.99,28.54,26.04,44.2
20.83,23.54,27.55,44.3
18.47,22.54,29.54,44.4
19.47,24.45,23.02,44.5
18.78,23.03,24.14,44.6
17.57,24.61,27.2,44.7
21.73,25.73,26.12,44.8
20.09,20.47,27.51,44.9
23.85,25.54,27.72,45.0
20.69,22.97,28.2,45.1
22.12,21.03,25.38,45.2
20.8,27.22,28.11,45.3
23.3,22.13,30.92,45.4
24.0,25.76,24.79,45.5
20.39,23.44,27.46,45.6
21.27,23.56,24.54,45.7
23.38,22.54,25.61,45.8
22.02,24.4,25.9,45.9
24.1,29.17,26.45,46.0
26.87,23.78,29.57,46.1
19.45,28.17,28.13,46.2
23.18,25.81,27.93,46.3
21.9,23.77,26.83,46.4
24.79,26.96,31.44,46.5
25.75,24.9,26.23,46.6
24.17,25.89,27.36,46.7
23.99,25.51,29.45,46.8
26.43,26.22,25.38,46.9
24.66,28.08,27.51,47.0
21.34,24.76,29.02,47.1
25.89,25.98,31.61,47.2
21.39,27.69,31.58,47.3
24.41,30.48,30.54,47.4
22.79,28.83,30.45,47.5
26.79,24.66,31.05,47.6
23.61,32.98,29.98,47.7
24.96,30.56,31.01,47.8
26.08,29.86,30.16,47.9
26.58,29.76,33.36,48.0
24.94,28.15,34.36,48.1
27.47,27.81,31.22,48.2
21.4,26.52,31.92,48.3
22.11,27.07,31.23,48.4
29.04,26.74,36.03,48.5
29.89,29.84,33.72,48.6
27.26,30.08,35.39,48.7
23.15,28.84,27.39,48.8
26.36,31.16,30.9,48.9
24.45,30.83,31.55,49.0
24.07,30.1,28.42,49.1
23.58,33.91,32.22,49.2
24.23,29.37,29.37,49.3
19.4,31.65,26.64,49.4
25.08,28.51,30.73,49.5
19.89,28.2,26.64,49.6
21.84,28.8,31.41,49.7
21.06,33.86,27.36,49.8
20.86,32.96,35.62,49.9
18.67,30.57,31.2,50.0
21.61,35.21,27.91,50.1
20.76,30.18,29.07,50.2
18.99,30.66,26.7,50.3
22.71,37.35,30.73,50.4
20.2,32.71,30.48,50.5
25.98,36.69,30.96,50.6
25.06,31.58,27.45,50.7
23.12,24.36,30.82,50.8
24.34,28.05,27.08,50.9
23.61,24.12,28.54,51.0
20.25,26.76,29.3,51.1
26.85,29.43,31.23,51.2
22.8,28.06,31.41,51.3
23.13,28.22,28.48,51.4
22.55,26.46,28.95,51.5
23.95,29.07,32.73,51.6
26.63,30.41,30.74,51.7
25.77,28.59,28.75,51.8
27.21,29.9,32.06,51.9
25.48,27.55,29.96,52.0
24.74,30.5,33.72,52.1
22.26,27.02,31.74,52.2
24.76,28.25,28.35,52.3
25.99,28.75,33.41,52.4
26.85,27.56,31.53,52.5
26.06,30.19,30.96,52.6
24.92,28.34,30.16,52.7
27.25,27.81,29.17,52.8
26.8,29.48,31.05,52.9
26.79,33.88,31.94,53.0
27.31,33.12,35.88,53.1
22.95,30.52,32.17,53.2
26.2,33.57,40.06,53.3
24.58,35.63,35.2,53.4
26.29,31.27,32.53,53.5
26.07,31.31,39.0,53.6
24.72,32.8,34.71,53.7
24.01,35.42,34.74,53.8
23.54,33.08,36.28,53.9
26.42,31.27,34.44,54.0
26.24,30.54,32.41,54.1
26.49,27.7,34.89,54.2
25.78,34.55,34.65,54.3
27.7,34.21,37.6,54.4
27.66,30.82,35.17,54.5
26.33,30.88,37.0,54.6
24.62,32.49,39.19,54.7
27.62,34.23,39.25,54.8
28.26,30.8,38.65,54.9
28.43,34.9,34.98,55.0
26.8,30.89,38.21,55.1
26.05,30.96,34.08,55.2
25.21,32.77,34.99,55.3
25.88,34.45,34.07,55.4
26.56,31.93,34.89,55.5
23.35,34.86,35.57,55.6
29.3,33.91,32.47,55.7
30.48,34.27,32.97,55.8
28.12,36.48,35.76,55.9
24.27,35.16,34.83,56.0
24.06,36.07,29.76,56.1
22.94,36.06,33.04,56.2
26.52,32.13,37.45,56.3
24.64,37.98,36.9,56.4
26.47,37.66,37.63,56.5
23.01,37.77,35.76,56.6
20.89,32.85,36.85,56.7
25.54,32.96,34.36,56.8
21.93,37.07,32.0,56.9
26.51,36.36,34.1,57.0
26.4,37.77,32.39,57.1
26.12,37.8,31.68,57.2
27.55,33.45,32.25,57.3
25.96,34.54,33.56,57.4
26.66,34.18,34.7,57.5
25.94,34.05,35.69,57.6
27.05,32.23,36.7,57.7
32.12,32.2,34.96,57.8
25.85,29.99,38.29,57.9
28.84,35.11,33.55,58.0
25.42,38.81,36.72,58.1
26.14,32.8,32.62,58.2
27.03,31.61,33.35,58.3
27.65,35.16,34.51,58.4
30.43,33.17,37.02,58.5
27.58,33.14,35.35,58.6
28.98,31.73,37.37,58.7
29.17,33.48,33.16,58.8
25.59,31.39,37.37,58.9
26.76,35.79,37.89,59.0
28.53,35.45,37.9,59.1
30.42,34.13,31.66,59.2
29.79,33.64,36.78,59.3
26.69,32.82,38.25,59.4
31.09,34.07,32.79,59.5
29.04,35.5,36.65,59.6
29.17,36.96,39.32,59.7
31.94,34.21,39.44,59.8
30.81,34.33,39.22,59.9
